City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,lahij,13.1667,44.5833,293.4,86,53,1.65,YE,1670196685
347,havelock,34.8791,-76.9013,282.56,76,75,4.63,US,1670196687
348,cubuk,40.2386,33.0322,278.58,93,40,0.0,TR,1670196689
349,gubkinskiy,64.434,76.5026,261.34,96,100,5.34,RU,1670196692
350,katsuura,35.1333,140.3,285.78,83,100,8.79,JP,1670196645
351,rio grande,-32.035,-52.0986,296.21,89,10,4.79,BR,1670196696
352,mastic beach,40.7668,-72.8521,278.37,54,0,0.89,US,1670196698
353,caucaia,-3.7361,-38.6531,300.12,74,40,4.12,BR,1670196701
354,hisor,38.525,68.5512,277.01,99,100,1.95,TJ,1670196703
355,tura,25.5198,90.2201,288.23,85,0,1.69,IN,1670196475
356,nikolayevsk-na-amure,53.1406,140.73,248.01,85,35,2.47,RU,1670196708
357,viedma,-40.8135,-62.9967,290.71,42,35,6.67,AR,1670196710
358,urumqi,43.801,87.6005,260.68,73,76,2.0,CN,1670196241
359,gasa,31.5,34.4667,291.76,69,0,3.59,PS,1670196614
360,udachnyy,66.4167,112.4,248.82,94,100,9.26,RU,1670196716
361,ancud,-41.8697,-73.8203,286.36,90,98,5.61,CL,1670196719
362,camacha,33.0833,-16.3333,288.83,67,40,7.2,PT,1670196721
363,zhezkazgan,47.8043,67.7144,255.5,89,6,1.99,KZ,1670196575
364,buchanan,5.8808,-10.0467,298.82,85,85,2.78,LR,1670196725
365,oussouye,12.485,-16.5469,297.25,74,90,2.78,SN,1670196674
366,pisco,-13.7,-76.2167,293.18,77,0,7.72,PE,1670196315
367,marawi,7.9986,124.2928,296.28,85,98,1.16,PH,1670196612
